,Job_Title,Job_Location,Job_Posted_Time,Job_Link,Job_ID,Job_Meta,Company
1331,Data Integration Developer,"McLean, VA",15,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/McLean-VA/Data-Integration-Developer_R0209334,<sha256 HASH object @ 0x10f3fbdd0>,R0209334,bah
1341,Full Stack Software Engineer,"Bethesda, MD",15,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Bethesda-MD/Full-Stack-Software-Engineer--Mid_R0206558,<sha256 HASH object @ 0x10fc7ff90>,R0206558,bah
1312,Full Stack Software Engineer,"Laurel, MD",15,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Laurel-MD/Full-Stack-Software-Engineer_R0209405,<sha256 HASH object @ 0x10fc75190>,R0209405,bah
1311,ML Data Scientist,"Adelphi, MD",15,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Adelphi-MD/ML-Data-Scientist_R0209371,<sha256 HASH object @ 0x10fc751f0>,R0209371,bah
1310,Full Stack Cloud Developer,"Fort Bragg, NC",15,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Fort-Bragg-NC/Full-Stack-Cloud-Developer_R0209419,<sha256 HASH object @ 0x10fc750d0>,R0209419,bah
4273,Software Engineer,2 Locations,15,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Manila/Senior-Python-Developer_R74727,<sha256 HASH object @ 0x12876e1b0>,R74727,relx
4271,Software Engineer III,4 Locations,15,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Cape-Town/Software-Engineer-III_R83946-1,<sha256 HASH object @ 0x12876ed30>,R83946,relx
4270,Software Engineer,Dublin,15,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Dublin/Software-Engineer_R83864-1,<sha256 HASH object @ 0x12876e270>,R83864,relx
4269,Software Engineer ll,2 Locations,15,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Cape-Town/Senior-Software-Engineer-II_R73623-1,<sha256 HASH object @ 0x12876e330>,R73623,relx
4268,"Fraud Data Analyst (Russian-speaking), Business Services (Hybrid)",UK - London (Bishopsgate),15,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/UK---London-Bishopsgate/Fraud-Data-Analyst--Russian-speaking---Business-Services--Hybrid-_R86175-1,<sha256 HASH object @ 0x12876eef0>,R86175,relx
5316,Electrical Ground Support Equipment Engineer – In-Space Systems (Blue Ring),"Huntsville, AL",15,https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Huntsville-AL/Electrical-Ground-Support-Equipment-Engineer---In-Space-Systems--Blue-Ring-_R47737,<sha256 HASH object @ 0x12847cb90>,R47737,blueorigin
5103,Software Engineer,"Milpitas, CA",15,https://kla.wd1.myworkdayjobs.com/en-US/Search/job/Milpitas-CA/Software-Engineer_2425639,<sha256 HASH object @ 0x10fc9c790>,2425639,kla
891,"System Software Engineer, High Integrity Data Pipelining",2 Locations,15,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/System-Software-Engineer--High-Integrity-Data-Pipelining_JR1990379,<sha256 HASH object @ 0x12875cf10>,JR1990379,nvidia
5312,SIL Software Test Engineer III,"Seattle, WA",15,https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Seattle-WA/SIL-Software-Test-Engineer-III_R47770,<sha256 HASH object @ 0x10f8ff370>,R47770,blueorigin
5317,Electrical Test Engineer – In-Space Systems (Blue Ring),"Huntsville, AL",15,https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Huntsville-AL/Electrical-Test-Engineer---In-Space-Systems--Blue-Ring-_R47728,<sha256 HASH object @ 0x10fc75110>,R47728,blueorigin
1093,Junior Software Engineer,"Glasgow, UK (ZUK118)",15,https://motorolasolutions.wd5.myworkdayjobs.com/en-US/Careers/job/Glasgow-UK-ZUK118/Junior-Software-Engineer_R51072,<sha256 HASH object @ 0x1100ea430>,"R51072Glasgow, UK (ZUK118)",motorolasolutions
2199,"ServiceNow Developer, Vulnerability Response and Asset Management (Remote)",USA - Remote,15,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Vulnerability-Management-Analyst--Remote-_R20274,<sha256 HASH object @ 0x12857f550>,R20274,crowdstrike
5203,Data Engineer II,2 Locations,15,https://ghr.wd1.myworkdayjobs.com/en-US/Lateral-US/job/Charlotte/Data-Engineer-II_24044195-1,<sha256 HASH object @ 0x10f748b10>,24044195,ghr
5049,Mechanical Design Engineer (Linear Stage Motion Systems),"Milpitas, CA",15,https://kla.wd1.myworkdayjobs.com/en-US/Search/job/Milpitas-CA/Engr--Mech-Des-3_2424236,<sha256 HASH object @ 0x1285aecf0>,2424236,kla
4771,Data Analytics Specialist,"New York, NY",15,https://rb.wd5.myworkdayjobs.com/en-US/FRS/job/New-York-NY/Data-Analytics-Specialist_R-0000024336-1,<sha256 HASH object @ 0x10f95a450>,R-0000024336,rb
4772,SYSTEM DEVELOPER II/III,"Philadelphia, PA",15,https://rb.wd5.myworkdayjobs.com/en-US/FRS/job/Philadelphia-PA/SYSTEM-DEVELOPER-II-III_R-0000026835,<sha256 HASH object @ 0x10f95ab30>,R-0000026835,rb
2017,Resiliency Governance Reporting and Data Specialist-1,"Boston, Massachusetts",15,https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Boston-Massachusetts/Resiliency-Governance-Reporting-and-Data-Specialist-1_R-761242,<sha256 HASH object @ 0x10fb27450>,R-761242,statestreet
2016,Resiliency Governance Reporting and Data Specialist-1,"Boston, Massachusetts",15,https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Boston-Massachusetts/Resiliency-Governance-Reporting-and-Data-Specialist-1_R-761246,<sha256 HASH object @ 0x10fb27c10>,R-761246,statestreet
6312,Data Engineer IV,UAPINC,15,https://genpt.wd1.myworkdayjobs.com/en-US/Careers/job/UAPINC/Data-Engineer-IV_R24_0000024393,<sha256 HASH object @ 0x10f33fe30>,R24_0000024393,genpt
3613,Network Software Engineer - Driver Firmware (Remote),15 Locations,16,https://hpe.wd5.myworkdayjobs.com/en-US/Jobsathpe/job/Bloomington-Minnesota-United-States-of-America/Network-Software-Engineer---Driver-Firmware--Remote-_1181552,<sha256 HASH object @ 0x10f90ded0>,1181552,hpe
2038,"Data Governance Analyst, Officer, Hybrid",2 Locations,16,https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Krakow-Poland/Data-Governance-Analyst--Officer--Hybrid_R-761582-5,<sha256 HASH object @ 0x12821c7d0>,R-761582,statestreet
4190,Data Engineer,Mumbai,16,https://priceline.wd1.myworkdayjobs.com/en-US/Priceline/job/Mumbai/Data-Engineer_R4954,<sha256 HASH object @ 0x10f7f50d0>,R4954,priceline
1349,TAK Software Developer,"Rome, NY",16,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Rome-NY/TAK-Software-Developer_R0209149,<sha256 HASH object @ 0x10fc32590>,R0209149,bah
1345,"Information Systems and Simulations Trainer, Mid","Arlington Heights, IL",16,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Arlington-Heights-IL/Information-Systems-and-Simulations-Trainer--Mid_R0209241,<sha256 HASH object @ 0x128742050>,R0209241,bah
1346,"Data Analyst, Mid","Washington, DC",16,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Washington-DC/Data-Analyst--Mid_R0209191,<sha256 HASH object @ 0x1287422d0>,R0209191,bah
1342,Back End Software Engineer,"McLean, VA",16,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/McLean-VA/Back-End-Software-Engineer_R0209277,<sha256 HASH object @ 0x10f8eabf0>,R0209277,bah
1343,Microsoft Power Platform Developer,2 Locations,16,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Washington-DC/Microsoft-Power-Platform-Developer_R0209305,<sha256 HASH object @ 0x10f8eaad0>,R0209305,bah
1344,IoT Systems Engineer,6 Locations,16,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Melbourne-FL/Linux-System-Engineer_R0208723-1,<sha256 HASH object @ 0x1287422f0>,R0208723,bah
5106,Software Engineer,"Hsinchu, Taiwan",16,https://kla.wd1.myworkdayjobs.com/en-US/Search/job/Hsinchu-Taiwan/Software-Engineer_2426668,<sha256 HASH object @ 0x10f4b00d0>,2426668,kla
5147,Data/CQI Administrative Specialist,"Reston, VA",16,https://icf.wd5.myworkdayjobs.com/en-US/ICFExternal_Career_Site/job/Reston-VA/Data-CQI-Administrative-Specialist_R2403915,<sha256 HASH object @ 0x1280d04f0>,R2403915,icf
5148,Data/CQI Administrative Specialist,"Reston, VA",16,https://icf.wd5.myworkdayjobs.com/en-US/ICFExternal_Career_Site/job/Reston-VA/Data-CQI-Administrative-Specialist_R2403907-1,<sha256 HASH object @ 0x10fa17950>,R2403907,icf
751,"System Software Engineer, GPU Server Diag - New College Graduate","Taiwan, Taipei",16,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/System-Software-Engineer--GPU-Server-Diag---New-College-Graduate_JR1987112,<sha256 HASH object @ 0x10f89b550>,JR1987112,nvidia
4986,Business Systems Analyst,IND-Hyderabad-Raheja Mindspace,16,https://thomsonreuters.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/IND-Hyderabad-Raheja-Mindspace/Business-Systems-Analyst_JREQ183164,<sha256 HASH object @ 0x1285203f0>,JREQ183164Product-ALL,thomsonreuters
4773,Data Scientist,5 Locations,16,https://rb.wd5.myworkdayjobs.com/en-US/FRS/job/Kansas-City-MO/Data-Scientist_R-0000027060-1,<sha256 HASH object @ 0x1285192b0>,R-0000027060,rb
1892,Reporting Data Analyst,"Belen, CRI",16,https://jll.wd1.myworkdayjobs.com/en-US/jllcareers/job/Belen-CRI/Reporting-Data-Analyst_REQ393081,<sha256 HASH object @ 0x10f6867d0>,REQ393081,jll
1895,Control Systems Engineer,"WINDSOR, CT",16,https://jll.wd1.myworkdayjobs.com/en-US/jllcareers/job/WINDSOR-CT/Control-Systems-Engineer_REQ379733,<sha256 HASH object @ 0x10f8329f0>,REQ379733,jll
1354,Space Systems Engineer,"El Segundo, CA",17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/El-Segundo-CA/Space-Systems-Engineer--Mid_R0206490,<sha256 HASH object @ 0x10f686630>,R0206490,bah
1364,Systems Engineer,"Fort Meade, MD",17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Fort-Meade-MD/Systems-Engineer_R0209150,<sha256 HASH object @ 0x10fa22810>,R0209150,bah
1365,Systems Engineer,"San Antonio, TX",17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/San-Antonio-TX/Systems-Engineer_R0207518-1,<sha256 HASH object @ 0x10fa22870>,R0207518,bah
1366,Systems Analyst,"Quantico, VA",17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Quantico-VA/Systems-Analyst_R0208199,<sha256 HASH object @ 0x128575570>,R0208199,bah
1363,Vulnerability Research Engineer and Developer,"Quantico, VA",17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Quantico-VA/Vulnerability-Research-Engineer-and-Developer_R0207734,<sha256 HASH object @ 0x10fa227b0>,R0207734,bah
1352,Space Systems Engineer,"El Segundo, CA",17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/El-Segundo-CA/Space-Systems-Engineer--Mid_R0201392-1,<sha256 HASH object @ 0x10f6865b0>,R0201392,bah
3621,Account Executive – Data Services and Storage,"Mississauga, Ontario",17,https://hpe.wd5.myworkdayjobs.com/en-US/Jobsathpe/job/Mississauga-Ontario/Account-Executive---Data-Services-and-Storage_1178644-2,<sha256 HASH object @ 0x128507470>,1178644,hpe
3622,Scala Developer,11 Locations,17,https://hpe.wd5.myworkdayjobs.com/en-US/Jobsathpe/job/Bloomington-Minnesota-United-States-of-America/Scala-Developer_1176588,<sha256 HASH object @ 0x128507f10>,1176588,hpe
1353,Space Systems Engineer,"El Segundo, CA",17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/El-Segundo-CA/Space-Systems-Engineer--Mid_R0206489-1,<sha256 HASH object @ 0x10f6865d0>,R0206489,bah
1355,Space Systems Engineer,"El Segundo, CA",17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/El-Segundo-CA/Space-Systems-Engineer--Mid_R0206491,<sha256 HASH object @ 0x10f686670>,R0206491,bah
1356,Software and Data Engineer,2 Locations,17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Rome-NY/Software-and-Data-Engineer_R0209181,<sha256 HASH object @ 0x10f686690>,R0209181,bah
4680,Software Engineer (AIOps Platform),WARSAW DOWNTOWN OFFICE,17,https://pg.wd5.myworkdayjobs.com/en-US/1000/job/WARSAW-DOWNTOWN-OFFICE/Event-Management-Software-Engineer_R000116135,<sha256 HASH object @ 0x128166d70>,R000116135,pg
4681,Software Developer - Information Technology,Taguig City,17,https://pg.wd5.myworkdayjobs.com/en-US/1000/job/Taguig-City/Software-Developer---Information-Technology_R000116014,<sha256 HASH object @ 0x128166a70>,R000116014,pg
5730,Distinguished Engineer - Developer Enablement,2 Locations,17,https://capitalone.wd12.myworkdayjobs.com/en-US/Capital_One/job/Plano-TX/Distinguished-Engineer---Developer-Enablement_R188186-1,<sha256 HASH object @ 0x11012b2f0>,R188186,capitalone
2055,Cloud Platform/Site Reliability Engineer,"Quincy, Massachusetts",17,https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Quincy-Massachusetts/Cloud-Platform-Site-Reliability-Engineer_R-751908,<sha256 HASH object @ 0x110234450>,R-751908,statestreet
4281,Software Engineer II,Chennai,17,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Chennai/Software-Engineer-II_R82389,<sha256 HASH object @ 0x1280dc2d0>,R82389,relx
4181,Junior Software Engineer (Java),"Norwalk, CT",17,https://priceline.wd1.myworkdayjobs.com/en-US/Priceline/job/Norwalk-CT/Junior-Software-Engineer--Java-_R4907-1,<sha256 HASH object @ 0x10fcaedb0>,R4907,priceline
1351,Foreign Military Sales Ground Combat Systems Engineer,"Warren, MI",17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Warren-MI/Foreign-Military-Sales-Ground-Combat-Systems-Engineer_R0209023,<sha256 HASH object @ 0x10f686510>,R0209023,bah
1541,Frontend Engineer - GenStudio,Bucharest,17,https://adobe.wd5.myworkdayjobs.com/en-US/external_experienced/job/Bucharest/UI-Developer---GenStudio_R147980,<sha256 HASH object @ 0x10f5743d0>,R147980,adobe
1350,Network and Systems Engineer,2 Locations,17,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/McLean-VA/Network-and-Systems-Engineer_R0208399,<sha256 HASH object @ 0x10fc325f0>,R0208399,bah
2406,[LTA-RAOM] SENIOR / EXECUTIVE / ENGINEER (DATA STANDARDS AND INFORMATION),LTA HSO B11 1B,17,https://sggovterp.wd102.myworkdayjobs.com/en-US/PublicServiceCareers/job/LTA-HSO-B11-1B/XMLNAME--LTA-RAOM--SENIOR---EXECUTIVE---ENGINEER--DATA-STANDARDS-AND-INFORMATION-_JR-10000033616-1,<sha256 HASH object @ 0x110141670>,JR-10000033616,sggovterp
3942,Associate Technical Developer,Customer Support Center,17,https://dickssportinggoods.wd1.myworkdayjobs.com/en-US/DSG/job/Customer-Support-Center/Associate-Technical-Developer_202417870,<sha256 HASH object @ 0x12853da10>,202417870,dickssportinggoods
445,Systems Engineer,2 Locations,17,https://trimble.wd1.myworkdayjobs.com/en-US/TrimbleCareers/job/US---OH-Dayton/Systems-Engineer_R45898,<sha256 HASH object @ 0x128783250>,R45898,trimble
5327,"SLD Systems Engineer III, RF Systems - Lunar Permanence",3 Locations,17,https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Seattle-WA/SLD-Systems-Engineer-III--RF-Systems---Lunar-Permanence_R48325,<sha256 HASH object @ 0x10f34e9d0>,R48325,blueorigin
4081,Reliability Hardware & Systems Engineering: Co-Op,"US, MA, Wilmington",17,https://analogdevices.wd1.myworkdayjobs.com/en-US/External/job/US-MA-Wilmington/Reliability-Hardware---Systems-Engineering--Co-Op_R244210,<sha256 HASH object @ 0x10f40afd0>,R244210,analogdevices
4082,"Associate Engineer, Embedded Software","Philippines, Cavite (jp)",17,https://analogdevices.wd1.myworkdayjobs.com/en-US/External/job/Philippines-Cavite-jp/Associate-Engineer--Embedded-Software_R243899,<sha256 HASH object @ 0x10f40ac10>,R243899,analogdevices
1898,Critical Facilities Data Center Engineer,"Lebanon, OH",17,https://jll.wd1.myworkdayjobs.com/en-US/jllcareers/job/Lebanon-OH/Specialist--Data-Center-Operations_REQ393738-1,<sha256 HASH object @ 0x11016df10>,REQ393738,jll
3007,Experienced Associate- Data Analytics,Kuala Lumpur,17,https://pwc.wd3.myworkdayjobs.com/en-US/Global_Experienced_Careers/job/Kuala-Lumpur/Experienced-Associate--Data-Analytics_579736WD,<sha256 HASH object @ 0x1102f9d70>,579736WD,pwc
5319,Fluid Systems Operations Engineer II,2 Locations,17,https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Seattle-WA/Fluid-Systems-Operations-Engineer-II_R47042,<sha256 HASH object @ 0x10fc75330>,R47042,blueorigin
4679,Data Analyst internship,Paris,17,https://pg.wd5.myworkdayjobs.com/en-US/1000/job/Paris/Data-Analyst-internship_R000118760,<sha256 HASH object @ 0x128166c10>,R000118760,pg
1683,"Software Engineer, AI Tools",California - Palo Alto,17,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/California---Palo-Alto/Software-Engineer--AI-Tools_JR270297,<sha256 HASH object @ 0x110190530>,JR270297,salesforce
4990,"Software Customer Success Executive, Corporates Legal",7 Locations,17,https://thomsonreuters.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/USA-MSP-2900-Ames-Crossing-Road/Software-Customer-Success-Executive--Corporates-Legal_JREQ184673-1,<sha256 HASH object @ 0x10f29bc30>,JREQ184673Corporates-ALL,thomsonreuters
4678,Cybersecurity Engineer - Data Loss Prevention,Cincinnati,17,https://pg.wd5.myworkdayjobs.com/en-US/1000/job/Cincinnati/Data-Loss-Prevention-Engineer_R000106100-1,<sha256 HASH object @ 0x10f666db0>,R000106100,pg
3011,IN-Associate _ Data Analyst _Captive Financial Services_Advisory_Mumbai,Mumbai Shivaji Park,18,https://pwc.wd3.myworkdayjobs.com/en-US/Global_Experienced_Careers/job/Mumbai-Shivaji-Park/IN-Senior-Associate--Market-Risk-with-FRTB-Captive-Financial-Services-Advisory-Mumbai_569925WD-1,<sha256 HASH object @ 0x110109d30>,569925WD,pwc
767,System Software Engineer - GPU and SOC,4 Locations,18,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/System-Software-Engineer---GPU-and-SOC_JR1990283,<sha256 HASH object @ 0x1280ab6d0>,JR1990283,nvidia
5328,Aerospace Systems Engineer,4 Locations,20,https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Huntsville-AL/Aerospace-Systems-Engineer_R48210,<sha256 HASH object @ 0x10f34e410>,R48210,blueorigin
1813,"Post-Doctoral Researcher, Department of Petroleum and Geosystems Engineering, Cockrell School of Engineering",UT MAIN CAMPUS,20,https://utaustin.wd1.myworkdayjobs.com/en-US/UTstaff/job/UT-MAIN-CAMPUS/Post-Doctoral-Researcher--Department-of-Petroleum-and-Geosystems-Engineering--Cockrell-School-of-Engineering_R_00019690,<sha256 HASH object @ 0x12847cc30>,R_00019690Hildebrand Department of Petroleum and Geosystems Engineering,utaustin
1107,Software Engineer,"Sydney, Australia",20,https://motorolasolutions.wd5.myworkdayjobs.com/en-US/Careers/job/Sydney-Australia/Product-Engineer_R49500,<sha256 HASH object @ 0x1280faaf0>,"R49500Sydney, Australia (ZAS96)",motorolasolutions
3388,Information Systems Security Officer I (Government),2 Locations,20,https://att.wd1.myworkdayjobs.com/en-US/ATTGeneral/job/Columbia-Maryland/Information-Systems-Security-Officer-I--Government-_R-43891,<sha256 HASH object @ 0x1280ce350>,R-43891,att
4654,Systems Engineer,"Dartmouth, NS, Canada",20,https://ultra.wd3.myworkdayjobs.com/en-US/ultra-careers/job/Dartmouth-NS-Canada/Systems-Engineer_REQ-9195,<sha256 HASH object @ 0x11016d050>,REQ-9195,ultra
3016,Data Analyst - 12 Month Fixed Term Contract,Saint Helier,20,https://pwc.wd3.myworkdayjobs.com/en-US/Global_Experienced_Careers/job/Saint-Helier/Data-Analyst---12-Month-Fixed-Term-Contract_579414WD,<sha256 HASH object @ 0x1287c0ab0>,579414WD,pwc
3015,Data Analyst - 12 Month Fixed Term Contract,Saint Peter Port,20,https://pwc.wd3.myworkdayjobs.com/en-US/Global_Experienced_Careers/job/Saint-Peter-Port/Data-Analyst---12-Month-Fixed-Term-Contract_579421WD,<sha256 HASH object @ 0x1287c0a50>,579421WD,pwc
4621,Service Delivery Analyst II (File/Data Transmission),PHL MANI 2305,21,https://fis.wd5.myworkdayjobs.com/en-US/SearchJobs/job/PHL-MANI-2305/Service-Delivery-Analyst-II--File-Data-Transmission-_JR0280855,<sha256 HASH object @ 0x10fb7ff10>,JR0280855,fis
4619,Site Reliability Engineer,2 Locations,21,https://fis.wd5.myworkdayjobs.com/en-US/SearchJobs/job/US-WI-MKE-4900/Site-Reliability-Engineer_JR0282408,<sha256 HASH object @ 0x10fbb2e50>,JR0282408,fis
2033,Software Engineering & Development,"Princeton, New Jersey",21,https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Princeton-New-Jersey/Software-Engineering---Development_R-761157,<sha256 HASH object @ 0x10f6ec970>,R-761157,statestreet
3020,Assurance - Financial Markets - Data Engineering - Associate,3 Locations,21,https://pwc.wd3.myworkdayjobs.com/en-US/Global_Experienced_Careers/job/Kolkata-AC---Bangalore---RMZ-Hebbal/Assurance---Financial-Markets---Data-Engineering---Associate_578403WD-1,<sha256 HASH object @ 0x1282293d0>,578403WD,pwc
6327,"Software Engineer III, Full Stack (Human AI Innovation Team)",US Remote,21,https://dataminr.wd12.myworkdayjobs.com/en-US/Dataminr/job/US-Remote/Software-Engineer-III--Full-Stack--Human-AI-Innovation-Team-_JR1584,<sha256 HASH object @ 0x11013f6d0>,JR1584,dataminr
4010,Salesforce Developer,Barcelona,21,https://gartner.wd5.myworkdayjobs.com/en-US/EXT/job/Barcelona/Salesforce-Developer_94443,<sha256 HASH object @ 0x1283e03d0>,94443,gartner
2415,School of Infocomm - Lecturer (Data Analytics / Machine Learning),Republic Polytechnic,21,https://sggovterp.wd102.myworkdayjobs.com/en-US/PublicServiceCareers/job/Republic-Polytechnic/School-of-Infocomm---Lecturer--Information-Systems---Workflow-Automation-_JR-10000023456,<sha256 HASH object @ 0x10f4a21f0>,JR-10000023456,sggovterp
5329,SLD Thermal Systems Engineer III - Lunar Permanence (T),4 Locations,21,https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Seattle-WA/SLD-Thermal-Systems-Engineer-III---Lunar-Permanence--T-_R48321,<sha256 HASH object @ 0x10f34eef0>,R48321,blueorigin
4291,Fullstack Software Engineer,Johannesburg,21,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Johannesburg/Fullstack-Software-Engineer_R83299-3,<sha256 HASH object @ 0x10f4b7ef0>,R83299,relx
4292,GenAI Software Engineer,2 Locations,21,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Farringdon/GenAI-Software-Engineer_R84010-1,<sha256 HASH object @ 0x10f4b72d0>,R84010,relx
1579,Software Development Engineer,San Jose,21,https://adobe.wd5.myworkdayjobs.com/en-US/external_experienced/job/San-Jose/Software-Development-Engineer_R150722-1,<sha256 HASH object @ 0x10f3db3b0>,R150722,adobe
816,Software QA Automation Engineer,"Israel, Yokneam",21,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Software-QA-Engineer_JR1985059,<sha256 HASH object @ 0x10f8097f0>,JR1985059,nvidia
3678,Data Entry Clerk,USA GA - Covington BMD,21,https://bdx.wd1.myworkdayjobs.com/en-US/EXTERNAL_CAREER_SITE_USA/job/USA-GA---Covington-BMD/Data-Entry-clerk_R-499320,<sha256 HASH object @ 0x10f2eadd0>,R-499320,bdx
1696,"SMB Account Executive - Marketing, Commerce and Data Specialist",New Zealand - Auckland,21,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/New-Zealand---Auckland/Growth-Account-Executive---Digital_JR258722,<sha256 HASH object @ 0x12859cdf0>,JR258722,salesforce
3803,Systems Engineering - 5% test person,DEU Stuttgart CSC,22,https://aptiv.wd5.myworkdayjobs.com/en-US/APTIV_CAREERS/job/DEU-Stuttgart-CSC/Systems-Engineering---5--test-person_J000669592,<sha256 HASH object @ 0x1101ffbb0>,J000669592,aptiv
1374,Full Performance Data Engineer,"McLean, VA",22,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/McLean-VA/Full-Performance-Data-Engineer_R0208948,<sha256 HASH object @ 0x10f6669d0>,R0208948,bah
2534,Software Developer - AutoCAD Windows,2 Locations,22,https://autodesk.wd1.myworkdayjobs.com/en-US/Ext/job/AMER---Canada---British-Columbia---Vancouver---550-Robson-St/Software-Engineer---AutoCAD-Windows_24WD80410-1,<sha256 HASH object @ 0x128048370>,24WD80410,autodesk
818,"Technical Editor, Developer Programs","US, CA, Santa Clara",22,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Technical-Editor--Developer-Programs_JR1989866,<sha256 HASH object @ 0x10f8098b0>,JR1989866,nvidia
817,"System Software Engineer, Python and C/C++ - Deep Learning",2 Locations,22,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Poland-Warsaw/System-Software-Engineer--Python-and-C-C-----Deep-Learning_JR1980641,<sha256 HASH object @ 0x10f8097d0>,JR1980641,nvidia
1698,6 months intern Software Engineering- Search Frontend,France - Grenoble,22,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/France---Grenoble/XMLNAME-6-months-intern-Software-Engineering--Search-Frontend_JR267086-1,<sha256 HASH object @ 0x10f468250>,JR267086,salesforce
4084,"Associate Engineer, Embedded Software","Philippines, Cavite (jp)",22,https://analogdevices.wd1.myworkdayjobs.com/en-US/External/job/Philippines-Cavite-jp/Associate-Engineer--Embedded-Software_R243900,<sha256 HASH object @ 0x10f40a330>,R243900,analogdevices
4293,Software Engineer III,"Raleigh, NC",22,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Raleigh-NC/Software-Engineer-III_R86067,<sha256 HASH object @ 0x10f4b7cd0>,R86067,relx
2416,School of Engineering - Lecturer (Mobility & Robotic Systems),Republic Polytechnic,22,https://sggovterp.wd102.myworkdayjobs.com/en-US/PublicServiceCareers/job/Republic-Polytechnic/School-of-Engineering---Lecturer--Mobility---Robotic-Systems-_JR-10000031868-1,<sha256 HASH object @ 0x1281178b0>,JR-10000031868,sggovterp
4296,Site Reliability Engineer III,3 Locations,22,https://relx.wd3.myworkdayjobs.com/en-US/relx/job/Mumbai/Site-Reliability-Engineer-III_R85007,<sha256 HASH object @ 0x10f4672d0>,R85007,relx
228,Software Engineer II,"O'Fallon, Missouri",22,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/OFallon-Missouri/Software-Engineer--2-1_R-224621,<sha256 HASH object @ 0x10fd20450>,R-224621,mastercard
